0,0,w
1,0,w
2,0,w
3,0,w
4,0,w
5,0,w
6,0,w
7,0,w
8,0,w
9,0,w
10,0,w
11,0,w
12,0,w
13,0,w
14,0,w
15,0,w
16,0,w
17,0,w
18,0,w
19,0,w
0,1,w
1,1,c
2,1,c
3,1,c
4,1,c
5,1,c
6,1,c
7,1,c
8,1,c
9,1,c
10,1,c
11,1,c
12,1,c
13,1,c
14,1,c
15,1,c
16,1,c
17,1,c
18,1,c
19,1,w
0,2,w
1,2,c
2,2,w
3,2,w
4,2,w
5,2,w
6,2,w
7,2,w
8,2,w
9,2,w
10,2,w
11,2,w
12,2,w
13,2,w
14,2,w
15,2,w
16,2,w
17,2,c
18,2,w
19,2,w
0,3,w
1,3,c
2,3,w
3,3,c
4,3,c
5,3,c
6,3,c
7,3,c
8,3,c
9,3,c
10,3,c
11,3,c
12,3,c
13,3,c
14,3,c
15,3,c
16,3,c
17,3,w
18,3,c
19,3,w
0,4,w
1,4,c
2,4,w
3,4,c
4,4,w
5,4,w
6,4,w
7,4,w
8,4,c
9,4,w
10,4,w
11,4,w
12,4,w
13,4,w
14,4,w
15,4,c
16,4,w
17,4,c
18,4,c
19,4,w
0,5,w
1,5,c
2,5,w
3,5,c
4,5,w
5,5,c
6,5,c
7,5,c
8,5,c
9,5,c
10,5,c
11,5,c
12,5,c
13,5,c
14,5,c
15,5,w
16,5,c
17,5,c
18,5,c
19,5,w
0,6,w
1,6,c
2,6,w
3,6,c
4,6,w
5,6,c
6,6,w
7,6,w
8,6,w
9,6,w
10,6,w
11,6,w
12,6,w
13,6,c
14,6,w
15,6,w
16,6,w
17,6,w
18,6,c
19,6,w
0,7,w
1,7,c
2,7,w
3,7,c
4,7,w
5,7,c
6,7,w
7,7,c
8,7,c
9,7,c
10,7,c
11,7,w
12,7,c
13,7,c
14,7,w
15,7,c
16,7,w
17,7,w
18,7,c
19,7,w
0,8,w
1,8,c
2,8,w
3,8,c
4,8,w
5,8,c
6,8,w
7,8,c
8,8,w
9,8,w
10,8,w
11,8,c
12,8,c
13,8,c
14,8,w
15,8,c
16,8,c
17,8,c
18,8,c
19,8,w
0,9,w
1,9,c
2,9,w
3,9,c
4,9,w
5,9,c
6,9,w
7,9,c
8,9,w
9,9,w
10,9,c
11,9,w
12,9,w
13,9,w
14,9,w
15,9,c
16,9,w
17,9,w
18,9,w
19,9,w
0,10,w
1,10,c
2,10,w
3,10,c
4,10,w
5,10,c
6,10,w
7,10,c
8,10,w
9,10,c
10,10,c
11,10,c
12,10,c
13,10,c
14,10,w
15,10,c
16,10,c
17,10,c
18,10,c
19,10,w
0,11,w
1,11,c
2,11,w
3,11,c
4,11,w
5,11,c
6,11,w
7,11,c
8,11,w
9,11,c
10,11,w
11,11,w
12,11,c
13,11,c
14,11,w
15,11,c
16,11,w
17,11,w
18,11,w
19,11,w
0,12,w
1,12,c
2,12,w
3,12,c
4,12,w
5,12,c
6,12,w
7,12,c
8,12,w
9,12,c
10,12,w
11,12,w
12,12,w
13,12,w
14,12,w
15,12,c
16,12,w
17,12,c
18,12,c
19,12,w
0,13,w
1,13,c
2,13,w
3,13,c
4,13,w
5,13,c
6,13,w
7,13,c
8,13,w
9,13,c
10,13,c
11,13,c
12,13,c
13,13,c
14,13,w
15,13,w
16,13,c
17,13,c
18,13,c
19,13,w
0,14,w
1,14,c
2,14,w
3,14,c
4,14,w
5,14,c
6,14,w
7,14,c
8,14,w
9,14,w
10,14,w
11,14,w
12,14,c
13,14,w
14,14,w
15,14,w
16,14,c
17,14,w
18,14,c
19,14,w
0,15,w
1,15,c
2,15,w
3,15,c
4,15,w
5,15,c
6,15,w
7,15,c
8,15,w
9,15,c
10,15,c
11,15,c
12,15,c
13,15,c
14,15,c
15,15,c
16,15,c
17,15,w
18,15,c
19,15,w
0,16,w
1,16,c
2,16,w
3,16,c
4,16,w
5,16,c
6,16,w
7,16,c
8,16,w
9,16,w
10,16,w
11,16,c
12,16,w
13,16,c
14,16,w
15,16,c
16,16,w
17,16,c
18,16,w
19,16,w
0,17,w
1,17,c
2,17,w
3,17,w
4,17,w
5,17,c
6,17,w
7,17,c
8,17,c
9,17,c
10,17,c
11,17,c
12,17,c
13,17,c
14,17,c
15,17,w
16,17,c
17,17,c
18,17,c
19,17,w
0,18,w
1,18,c
2,18,c
3,18,c
4,18,c
5,18,c
6,18,c
7,18,c
8,18,c
9,18,c
10,18,c
11,18,c
12,18,c
13,18,c
14,18,c
15,18,c
16,18,c
17,18,c
18,18,c
19,18,w
0,19,w
1,19,w
2,19,w
3,19,w
4,19,w
5,19,w
6,19,w
7,19,w
8,19,w
9,19,w
10,19,w
11,19,w
12,19,w
13,19,w
14,19,w
15,19,w
16,19,w
17,19,w
18,19,w
19,19,w
